bbox,cessation,country_id,deprecated,file_hash,fullname,geom_hash,geom_latitude,geom_longitude,id,inception,iso,iso_country,lastmodified,lbl_latitude,lbl_longitude,locality_id,name,parent_id,path,placetype,region_id,source,superseded_by,supersedes,wof_country
"23.58631090410585,60.12949255601445,24.30569563505121,60.65384633076971",uuuu,85633143,,09564b0c80dc5f5cc7b0f78d88935001,,e26b995f0fc9654607994ad922846460,60.360513,23.943999,907198655,uuuu,FI,FI,1481176832,60.353410,23.949417,0,Lohja,85683067,907/198/655/907198655.geojson,localadmin,85683067,figov,,,FI
"25.42528858973979,60.57985989719589,25.74675047976631,60.71842108927394",uuuu,85633143,,dca566ebb54f145fa3351b4d2d0b7563,,5a3117898f8be27d37874878092614d7,60.652631,25.582815,907198663,uuuu,FI,FI,1481176832,60.649162,25.513515,0,Pukkila,85683067,907/198/663/907198663.geojson,localadmin,85683067,figov,,,FI
"20.77313885392898,60.99633222653208,22.07071534294101,61.28487202736148",uuuu,85633143,,ba172a4d7d94ce90e29e3a5ba8df89c8,,c59eff77f6aee755af80449c7bce02d0,61.141909,21.376400,907198665,uuuu,FI,FI,1481176832,61.158301,21.386160,0,Rauma,85683095,907/198/665/907198665.geojson,localadmin,85683095,figov,,,FI
"20.81208149677283,61.13813521411792,21.94594195746764,61.35264980599901",uuuu,85633143,,b2c3752a1b878b2364fec4226fef04d1,,d3b1d827710c56766fdc073916300814,61.260836,21.470857,907198669,uuuu,FI,FI,1481176832,61.217691,21.715519,0,Eurajoki,85683095,907/198/669/907198669.geojson,localadmin,85683095,figov,,,FI
"21.48091477967158,60.73846248744051,22.12846733453204,61.03418226425654",uuuu,85633143,,3505a3b82839fd8d69a6e6f78c0e5f79,,0addff890eb9f3d92cd6852732f968a7,60.894397,21.773859,907198671,uuuu,FI,FI,1481176832,60.901338,21.795965,0,Laitila,85683073,907/198/671/907198671.geojson,localadmin,85683073,figov,,,FI
"20.7714554780311,60.87087814706557,21.66613806972664,61.13347958680344",uuuu,85633143,,b5d8baa844c0d52748b6922bef4cfa1f,,798539e633fb4966d532cf089eb58624,61.029516,21.323215,907198675,uuuu,FI,FI,1481176832,61.054585,21.316540,0,Pyharanta,85683073,907/198/675/907198675.geojson,localadmin,85683073,figov,,,FI
"25.65964914782747,60.5487405275947,26.01477861551713,60.73587073203237",uuuu,85633143,,83f917b51a766b23dbf1ccfcd37b5001,,dc28f7f813804e07efeb15cffa5ea770,60.642082,25.842071,907198681,uuuu,FI,FI,1481176832,60.640889,25.839379,0,Myrskyla,85683067,907/198/681/907198681.geojson,localadmin,85683067,figov,,,FI
"26.74113261719895,60.20020147859757,27.46644913874219,60.6755818443596",uuuu,85633143,,80142c2efc6497f284a5ccc1e84acb62,,793b69be4cc8c53b6060799001e52714,60.380818,27.035796,907198683,uuuu,FI,FI,1481176833,60.342293,27.000064,0,Kotka,85683081,907/198/683/907198683.geojson,localadmin,85683081,figov,,,FI
"25.80110155750892,61.07091771600461,26.51366263379851,61.42583087096823",uuuu,85633143,,d351705634462a9d8766dd965abff515,,5ad30eea2f950fa7894601ca1e5acc24,61.257922,26.132695,907198689,uuuu,FI,FI,1481176833,61.267539,26.194945,0,Heinola,85683091,907/198/689/907198689.geojson,localadmin,85683091,figov,,,FI
"25.19975392125687,61.09629044286647,25.92732783615436,61.3646279849704",uuuu,85633143,,9adb450f2f2caf22a3fc1b4a193d8416,,bae21c35d7e5dc72ba0e560d2a2c3d4d,61.211590,25.587163,907198691,uuuu,FI,FI,1481176833,61.226785,25.623477,0,Asikkala,85683091,907/198/691/907198691.geojson,localadmin,85683091,figov,,,FI
